Year,Coach,School,Conf,W,L,Pct
2017,Geoff Collins,Temple,American,7,6,0.538
2017,David Cutcliffe,Duke,ACC,7,6,0.538
2017,Todd Graham,Arizona State,Pac-12,7,6,0.538
2017,Tom Herman,Texas,Big 12,7,6,0.538
2017,Dana Holgorsen,West Virginia,Big 12,7,6,0.538
2017,Skip Holtz,Louisiana Tech,CUSA,7,6,0.538
2017,Doug Martin,New Mexico State,Sun Belt,7,6,0.538
2017,Ken Niumatalolo,Navy,American,7,6,0.538
2017,Barry Odom,Missouri,SEC,7,6,0.538
2017,Rich Rodriguez,Arizona,Pac-12,7,6,0.538
2017,Rick Stockstill,Middle Tennessee State,CUSA,7,6,0.538
2017,Mark Stoops,Kentucky,SEC,7,6,0.538
2017,Kyle Whittingham,Utah,Pac-12,7,6,0.538
2017,Terry Bowden,Akron,MAC,7,7,0.5
2017,Frank Wilson,UTSA,CUSA,6,5,0.545
2017,Lance Leipold,Buffalo,MAC,6,6,0.5
2017,Tim Lester,Western Michigan,MAC,6,6,0.5
2017,Matt Luke,Ole Miss,SEC,6,6,0.5
2017,Kliff Kingsbury,Texas Tech,Big 12,6,7,0.462
2017,Bronco Mendenhall,Virginia,ACC,6,7,0.462
2017,Mike Sanford,Western Kentucky,CUSA,6,7,0.462
2017,Matt Wells,Utah State,MWC,6,7,0.462
2017,Jimbo Fisher,Florida State,ACC,5,6,0.455
2017,Paul Johnson,Georgia Tech,ACC,5,6,0.455
2017,Jim Mora,UCLA,Pac-12,5,6,0.455
2017,Tom Allen,Indiana,Big Ten,5,7,0.417
2017,Troy Calhoun,Air Force,MWC,5,7,0.417
2017,Chris Creighton,Eastern Michigan,MAC,5,7,0.417
2017,P.J. Fleck,Minnesota,Big Ten,5,7,0.417
2017,Willie Fritz,Tulane,American,5,7,0.417
2017,Mark Hudspeth,Louisiana,Sun Belt,5,7,0.417
2017,Mike MacIntyre,Colorado,Pac-12,5,7,0.417
2017,Chuck Martin,Miami (OH),MAC,5,7,0.417
2017,Derek Mason,Vanderbilt,SEC,5,7,0.417
2017,Pat Narduzzi,Pitt,ACC,5,7,0.417
2017,Tony Sanchez,UNLV,MWC,5,7,0.417
2017,Justin Wilcox,California,Pac-12,5,7,0.417
2017,Bobby Wilder,Old Dominion,CUSA,5,7,0.417
2017,Butch Jones,Tennessee,SEC,4,6,0.4
2017,Chris Ash,Rutgers,Big Ten,4,8,0.333
2017,Dino Babers,Syracuse,ACC,4,8,0.333
2017,Bret Bielema,Arkansas,SEC,4,8,0.333
2017,D.J. Durkin,Maryland,Big Ten,4,8,0.333
2017,Luke Fickell,Cincinnati,American,4,8,0.333
2017,Joey Jones,South Alabama,Sun Belt,4,8,0.333
2017,Paul Petrino,Idaho,Sun Belt,4,8,0.333
2017,Mike Riley,Nebraska,Big Ten,4,8,0.333
2017,Matt Viator,Louisiana-Monroe,Sun Belt,4,8,0.333
2017,Mark Whipple,Massachusetts,Ind,4,8,0.333
2017,Kalani Sitake,Brigham Young,Ind,4,9,0.308
2017,Jim McElwain,Florida,SEC,3,4,0.429
2017,Jamey Chadwell,Coastal Carolina,Sun Belt,3,9,0.25
2017,Bob Davie,New Mexico,MWC,3,9,0.25
2017,Randy Edsall,Connecticut,American,3,9,0.25
2017,Larry Fedora,North Carolina,ACC,3,9,0.25
2017,Scottie Montgomery,East Carolina,American,3,9,0.25
2017,Jay Norvell,Nevada,MWC,3,9,0.25
2017,Nick Rolovich,Hawaii,MWC,3,9,0.25
2017,Odell Haggins,Florida State,ACC,2,0,1
2017,Chad Lunsford,Georgia Southern,Sun Belt,2,4,0.333
2017,Paul Haynes,Kent State,MAC,2,10,0.167
2017,Mike Jinks,Bowling Green State,MAC,2,10,0.167
2017,Philip Montgomery,Tulsa,American,2,10,0.167
2017,Mike Neu,Ball State,MAC,2,10,0.167
2017,Lovie Smith,Illinois,Big Ten,2,10,0.167
2017,Everett Withers,Texas State,Sun Belt,2,10,0.167
2017,Brent Brennan,San Jose State,MWC,2,11,0.154
2017,Greg Knox,Mississippi State,SEC,1,0,1
2017,Jedd Fisch,UCLA,Pac-12,1,1,0.5
2017,Randy Shannon,Florida,SEC,1,3,0.25
2017,Gary Andersen,Oregon State,Pac-12,1,5,0.167
2017,David Bailiff,Rice,CUSA,1,11,0.083
2017,David Beaty,Kansas,Big 12,1,11,0.083
2017,Brad Lambert,Charlotte,CUSA,1,11,0.083
2017,Matt Rhule,Baylor,Big 12,1,11,0.083
2017,Jeff Banks,Texas A&M,SEC,0,1,0
2017,Mario Cristobal,Oregon,Pac-12,0,1,0
2017,Sonny Dykes,SMU,American,0,1,0
2017,Cory Hall,Oregon State,Pac-12,0,6,0
2017,Brady Hoke,Tennessee,SEC,0,2,0
2017,Sean Kugler,UTEP,CUSA,0,5,0
2017,Mike Price,UTEP,CUSA,0,7,0
2017,Tyson Summers,Georgia Southern,Sun Belt,0,6,0
